,movie_id,budget,popularity,revenue,title,vote_average,vote_count,director_id,year,month,day,director_name,gender
236,43985,85.0,60,450.71715,Ocean's Eleven,7.2,3783,4909,2001,Dec,Friday,Steven Soderbergh,Male
237,43986,75.0,36,132.274484,The Three Musketeers,5.6,924,4974,2011,Aug,Wednesday,Paul W.S. Anderson,Male
238,43991,75.0,36,152.930623,Tower Heist,5.8,932,4786,2011,Nov,Wednesday,Brett Ratner,Male
239,43992,85.0,44,194.1687,The Holiday,6.7,1225,4978,2006,Dec,Friday,Nancy Meyers,Female
240,43993,90.0,41,250.649836,Enemy of the State,6.7,1240,4923,1998,Nov,Friday,Tony Scott,Male
241,43994,85.0,16,219.103655,It's Complicated,6.2,360,4978,2009,Dec,Wednesday,Nancy Meyers,Female
242,43995,85.0,42,311.312624,Ocean's Thirteen,6.5,1999,4909,2007,Jun,Thursday,Steven Soderbergh,Male
243,43999,85.0,24,80.916492,The Rundown,6.4,514,4782,2003,Sep,Friday,Peter Berg,Male
244,44000,85.0,32,137.298489,Last Action Hero,6.1,712,4890,1993,Jun,Friday,John McTiernan,
245,44001,85.0,16,162.242962,Memoirs of a Geisha,7.3,652,4775,2005,Dec,Tuesday,Rob Marshall,Male
246,44002,85.0,8,158.468292,The Fast and the Furious: Tokyo Drift,6.1,1705,4802,2006,Jun,Saturday,Justin Lin,
247,44010,84.0,17,123.307945,Nutty Professor II: The Klumps,4.7,332,4989,2000,Jul,Thursday,Peter Segal,Male
248,44011,84.0,31,275.650703,Scooby-Doo,5.4,820,4913,2002,Jun,Friday,Raja Gosnell,Male
249,44013,82.5,41,237.681299,Click,6.0,2104,4917,2006,Jun,Thursday,Frank Coraci,Male
250,44014,8.0,13,21.028755,Creepshow,6.7,226,4991,1982,Nov,Friday,George A. Romero,Male
251,44016,85.0,21,222.231186,Jumper,5.9,1799,4813,2008,Feb,Sunday,Doug Liman,Male
252,44017,85.0,58,160.388063,Hellboy II: The Golden Army,6.5,1527,4798,2008,Jul,Friday,Guillermo del Toro,Male
253,44018,65.0,51,84.785914,Zodiac,7.3,2023,4829,2007,Mar,Friday,David Fincher,Male
254,44020,80.0,109,484.572835,Bruce Almighty,6.4,3012,4812,2003,May,Friday,Tom Shadyac,Male
255,44022,80.0,75,457.696359,Mission: Impossible,6.7,2631,4967,1996,May,Wednesday,Brian De Palma,Male
256,44024,80.0,58,254.455986,The Hangover Part II,6.2,3739,4993,2011,May,Wednesday,Todd Phillips,Male
257,44025,80.0,59,280.0,Batman Returns,6.6,1673,4785,1992,Jun,Friday,Tim Burton,Male
258,44028,85.0,14,144.0,Charlotte's Web,5.8,288,4995,2006,Dec,Friday,Gary Winick,Male
259,44031,82.0,26,190.320568,The Longest Yard,6.2,785,4989,2005,May,Thursday,Peter Segal,Male
260,44033,80.0,45,246.984278,Grown Ups 2,5.8,1155,4964,2013,Jul,Thursday,Dennis Dugan,Male
261,44034,80.0,23,230.685453,Get Smart,6.0,1051,4989,2008,Jun,Thursday,Peter Segal,Male
262,44035,80.0,16,266.728738,Something's Gotta Give,6.3,410,4978,2003,Dec,Friday,Nancy Meyers,Female
263,44036,80.0,81,294.804195,Shutter Island,7.8,6336,4809,2010,Feb,Thursday,Martin Scorsese,Male
264,44039,80.0,46,245.676146,Face/Off,6.8,1583,4893,1997,Jun,Friday,John Woo,Male
265,44040,80.0,23,212.874442,Bedtime Stories,5.9,901,4998,2008,Dec,Wednesday,Adam Shankman,Male
266,44041,80.0,49,181.001478,Road to Perdition,7.3,1077,4764,2002,Jul,Friday,Sam Mendes,Male
267,44042,80.0,37,214.918407,Just Go with It,6.3,1543,4964,2011,Feb,Thursday,Dennis Dugan,Male
268,44043,75.0,45,224.012234,Con Air,6.5,1270,4930,1997,Jun,Sunday,Simon West,Male
269,44047,80.0,11,177.977226,Flubber,5.3,695,5002,1997,Nov,Wednesday,Les Mayfield,
270,44048,80.0,19,91.188905,The Haunting,5.2,369,4915,1999,Jul,Friday,Jan de Bont,Male
271,44050,0.0,25,0.0,The Pink Panther,5.6,550,4842,2006,Jan,Wednesday,Shawn Levy,Male
272,44052,75.0,22,136.982834,Conspiracy Theory,6.5,431,4866,1997,Aug,Thursday,Richard Donner,Male
273,44053,68.0,139,211.817906,Fury,7.4,3946,4811,2014,Oct,Wednesday,David Ayer,
274,44054,70.0,18,164.0,Six Days Seven Nights,5.6,332,5005,1998,Jun,Friday,Ivan Reitman,Male
275,44057,80.0,27,169.852759,Zookeeper,5.3,498,4917,2011,Jul,Wednesday,Frank Coraci,Male
276,44058,80.0,17,136.159423,Lost in Space,5.0,388,5008,1998,Apr,Friday,Stephen Hopkins,Male
277,44059,80.0,21,96.105964,The Manchurian Candidate,6.2,393,5009,2004,Jul,Friday,Jonathan Demme,Male
278,44066,75.0,31,142.400065,The Legend of Zorro,5.9,893,4791,2005,Oct,Monday,Martin Campbell,Male
279,44069,88.0,40,105.316267,The Brothers Grimm,5.6,818,5014,2005,Aug,Friday,Terry Gilliam,Male
280,44070,70.0,44,101.371017,Mars Attacks!,6.1,1509,4785,1996,Dec,Thursday,Tim Burton,Male
281,44072,0.0,20,43.312294,The Edge,6.7,349,4859,1997,Sep,Saturday,Lee Tamahori,Male
282,44074,80.0,18,34.566746,Thirteen Days,6.9,189,4904,2000,Dec,Sunday,Roger Donaldson,Male
283,44075,80.0,16,159.212469,Daylight,5.8,378,4810,1996,Dec,Friday,Rob Cohen,Male
284,44078,80.0,16,68.514844,Looney Tunes: Back in Action,5.6,297,5017,2003,Nov,Friday,Joe Dante,Male
285,44079,80.0,9,53.825515,Nine,5.1,165,4775,2009,Dec,Thursday,Rob Marshall,Male
286,44080,80.0,11,19.480739,Timeline,5.4,318,4866,2003,Nov,Wednesday,Richard Donner,Male
287,44082,90.0,11,69.13186,Babe: Pig in the City,5.2,305,4845,1998,Nov,Wednesday,George Miller,Male
288,44085,86.0,27,107.944236,Arthur and the Invisibles,6.0,639,4949,2006,Dec,Wednesday,Luc Besson,Male
289,44087,80.0,7,5.98964,A Sound of Thunder,4.8,111,4935,2005,May,Sunday,Peter Hyams,Male
290,44088,130.0,50,117.831631,Pompeii,5.2,1267,4974,2014,Feb,Tuesday,Paul W.S. Anderson,Male
291,44090,60.0,59,313.542341,A Beautiful Mind,7.7,3009,4846,2001,Dec,Tuesday,Ron Howard,Male
292,44094,78.0,10,209.196298,Red Dragon,6.7,1115,4786,2002,Sep,Sunday,Brett Ratner,Male
293,44096,79.0,22,149.673788,Jack and Jill,4.1,604,4964,2011,Nov,Friday,Dennis Dugan,Male
294,44097,76.0,10,236.350661,2 Fast 2 Furious,6.2,2028,5024,2003,Jun,Thursday,John Singleton,Male
295,44104,75.0,60,816.969268,Independence Day,6.7,3260,4803,1996,Jun,Tuesday,Roland Emmerich,Male
296,44105,73.0,2,229.074524,The Lost World: Jurassic Park,6.2,2487,4799,1997,May,Friday,Steven Spielberg,Male
297,44108,75.0,4,296.339527,X-Men,6.8,4097,4772,2000,Jul,Thursday,Bryan Singer,Male
298,44110,75.0,51,335.062621,The Rock,6.9,1456,4788,1996,Jun,Thursday,Michael Bay,Male
299,44112,75.0,61,196.482882,50 First Dates,6.6,2105,4989,2004,Feb,Friday,Peter Segal,Male
300,44113,50.0,31,90.450008,Hairspray,6.5,709,4998,2007,Jul,Friday,Adam Shankman,Male
301,44114,80.0,15,78.000586,Exorcist: The Beginning,4.7,183,4958,2004,Aug,Friday,Renny Harlin,Male
302,44116,75.0,71,117.698894,Now You See Me,7.3,5487,4873,2013,May,Wednesday,Louis Leterrier,Male
303,44117,80.0,38,271.430189,Grown Ups,6.0,1705,4964,2010,Jun,Thursday,Dennis Dugan,Male
304,44118,60.0,57,219.417255,The Terminal,7.0,1910,4799,2004,Jun,Thursday,Steven Spielberg,Male
305,44120,75.0,13,215.663859,Vertical Limit,5.9,283,4791,2000,Dec,Friday,Martin Campbell,Male
306,44121,75.0,18,119.00041,Charlie Wilson's War,6.5,338,5031,2007,Dec,Wednesday,Mike Nichols,Male
307,44123,70.0,14,154.93768,Dreamgirls,6.6,284,4872,2006,Dec,Monday,Bill Condon,Male
308,44124,53.0,18,95.226116,Be Cool,5.4,292,5033,2005,Mar,Friday,F. Gary Gray,Male
309,44125,70.0,29,130.358911,Munich,6.9,696,4799,2005,Dec,Thursday,Steven Spielberg,Male
310,44126,70.0,27,85.632458,Tears of the Sun,6.4,573,5034,2003,Mar,Friday,Antoine Fuqua,Male
311,44127,75.0,23,98.159963,Killers,5.7,772,5035,2010,Jun,Friday,Robert Luketic,Male
312,44128,75.0,48,108.145109,The Man from U.N.C.L.E.,7.1,2265,4888,2015,Aug,Thursday,Guy Ritchie,Male
313,44131,75.0,24,67.631903,Bandits,6.2,302,5037,2001,Oct,Friday,Barry Levinson,Male
314,44133,75.0,13,0.0,Anna and the King,6.4,197,5039,1999,Dec,Thursday,Andy Tennant,Male
315,44138,75.0,11,14.567883,Soldier,6.1,221,4974,1998,Oct,Friday,Paul W.S. Anderson,Male
316,44142,75.0,42,248.118121,Unbreakable,6.9,1946,4854,2000,Nov,Monday,M. Night Shyamalan,Male
317,44144,82.0,39,89.792502,Sucker Punch,5.9,1623,4771,2011,Mar,Thursday,Zack Snyder,Male
318,44145,73.0,20,103.891409,Snake Eyes,5.8,327,4967,1998,Aug,Friday,Brian De Palma,Male
319,44146,75.0,18,13.1,Sphere,5.8,476,5037,1998,Feb,Friday,Barry Levinson,Male
320,44148,70.0,21,111.231041,Fool's Gold,5.4,444,5039,2008,Feb,Thursday,Andy Tennant,Male
321,44149,75.0,20,61.458982,Funny People,5.7,390,5047,2009,Jul,Friday,Judd Apatow,Male
322,44150,70.0,26,86.658558,The Kingdom,6.5,513,4782,2007,Aug,Wednesday,Peter Berg,Male
323,44151,72.5,12,162.966177,Talladega Nights: The Ballad of Ricky Bobby,6.2,491,4925,2006,Aug,Friday,Adam McKay,Male
324,44154,72.0,32,96.889998,Jarhead,6.6,765,4764,2005,Nov,Friday,Sam Mendes,Male
325,44157,94.0,8,54.744738,Driven,4.5,179,4958,2001,Apr,Friday,Renny Harlin,Male
326,44159,60.0,27,256.69752,The Village,6.2,1071,4854,2004,Jul,Friday,M. Night Shyamalan,Male
327,44161,72.0,28,408.247917,Signs,6.4,1599,4854,2002,Aug,Friday,M. Night Shyamalan,Male
328,44162,150.0,47,919.838758,Shrek 2,6.7,2988,4774,2004,May,Wednesday,Andrew Adamson,Male
329,44164,70.0,20,309.457509,Runaway Bride,5.7,455,5053,1999,Jul,Friday,Garry Marshall,Male
330,44165,70.0,46,277.448382,xXx,5.8,1424,4810,2002,Aug,Friday,Rob Cohen,Male
331,44167,80.0,16,309.492681,Ransom,6.4,470,4846,1996,Nov,Friday,Ron Howard,Male
332,44168,70.0,72,319.13105,Inglourious Basterds,7.9,6430,4927,2009,Aug,Tuesday,Quentin Tarantino,Male
333,44169,70.0,33,300.854823,Hook,6.6,1532,4799,1991,Dec,Wednesday,Steven Spielberg,Male
334,44170,70.0,57,240.031094,Die Hard 2,6.6,1896,4958,1990,Jul,Monday,Renny Harlin,Male
335,44172,68.0,27,203.388341,Vanilla Sky,6.5,1078,5056,2001,Dec,Monday,Cameron Crowe,Male
336,44173,75.0,20,42.285169,Lady in the Water,5.3,409,4854,2006,Jul,Friday,M. Night Shyamalan,Male
337,44174,70.0,42,171.183863,AVP: Alien vs. Predator,5.5,1217,4974,2004,Aug,Thursday,Paul W.S. Anderson,Male
338,44177,70.0,59,161.02564,Olympus Has Fallen,6.2,2981,5034,2013,Mar,Wednesday,Antoine Fuqua,Male
339,44179,70.0,49,202.466756,Battle: Los Angeles,5.5,1448,4849,2011,Mar,Tuesday,Jonathan Liebesman,
340,44180,70.0,46,122.919055,Big Fish,7.6,1994,4785,2003,Dec,Thursday,Tim Burton,Male
341,44181,0.0,13,0.0,Wolf,6.0,216,5031,1994,Jun,Friday,Mike Nichols,Male
342,44182,66.0,29,177.584879,War Horse,7.0,992,4799,2011,Dec,Sunday,Steven Spielberg,Male
343,44183,70.0,43,154.984035,The Monuments Men,5.8,1523,5059,2014,Jan,Friday,George Clooney,Male
344,44184,70.0,24,90.000098,The Abyss,7.1,808,4762,1989,Aug,Wednesday,James Cameron,Male
345,44185,70.0,23,134.748021,Wall Street: Money Never Sleeps,5.8,493,4839,2010,Sep,Thursday,Oliver Stone,Male
346,44187,70.0,20,116.672912,The Siege,6.0,352,4863,1998,Nov,Friday,Edward Zwick,Male
347,44190,70.0,14,67.112664,The Dilemma,5.2,304,4846,2011,Jan,Thursday,Ron Howard,Male
348,44191,70.0,14,65.977295,Bad Company,5.4,228,4892,2002,Jun,Friday,Joel Schumacher,Male
349,44192,60.0,29,55.987321,Doom,5.0,609,5061,2005,Oct,Thursday,Andrzej Bartkowiak,Male
350,44195,75.0,23,59.418613,Rock of Ages,6.0,385,4998,2012,Jun,Wednesday,Adam Shankman,Male
351,44198,0.0,9,0.0,Rollerball,3.4,106,4890,2002,Feb,Friday,John McTiernan,
352,44201,75.0,10,13.596911,Osmosis Jones,5.9,228,5067,2001,Aug,Tuesday,Bobby Farrelly,Male
353,44203,70.0,46,17.75294,Blackhat,5.1,826,4918,2015,Jan,Tuesday,Michael Mann,Male
354,44207,70.0,25,61.279452,The Legend of Hercules,4.4,533,4958,2014,Jan,Friday,Renny Harlin,Male
355,44210,68.0,22,71.069884,The Score,6.7,423,4947,2001,Jul,Friday,Frank Oz,Male
356,44216,36.0,27,83.160734,Hall Pass,5.4,611,5067,2011,Feb,Friday,Bobby Farrelly,Male
357,44217,90.0,26,60.289912,The Insider,7.3,481,4918,1999,Oct,Thursday,Michael Mann,Male
358,44219,70.0,37,113.280098,Body of Lies,6.5,895,4779,2008,Oct,Friday,Ridley Scott,Male
359,44220,69.0,11,86.387857,Dinner for Schmucks,5.5,531,4948,2010,Jul,Friday,Jay Roach,Male
360,44225,70.0,76,481.840909,Saving Private Ryan,7.9,5048,4799,1998,Jul,Friday,Steven Spielberg,Male
361,44227,70.0,31,374.111707,What Women Want,6.1,992,4978,2000,Dec,Friday,Nancy Meyers,Female
362,44229,68.0,26,75.715436,Dreamcatcher,5.3,567,5082,2003,Mar,Friday,Lawrence Kasdan,Male
363,44230,65.0,36,275.29345,Lincoln,6.7,1429,4799,2012,Nov,Friday,Steven Spielberg,Male
364,44231,63.0,104,463.517383,The Matrix,7.9,8907,4805,1999,Mar,Tuesday,Lilly Wachowski,Female
365,44232,52.0,68,355.237933,Apollo 13,7.3,1599,4846,1995,Jun,Friday,Ron Howard,Male
366,44236,65.0,22,128.107642,Step Brothers,6.5,1062,4925,2008,Jul,Friday,Adam McKay,Male
367,44237,95.0,31,250.288523,The Mask of Zorro,6.3,1183,4791,1998,Jul,Thursday,Martin Campbell,Male
368,44238,65.0,43,211.780824,Due Date,6.2,1685,4993,2010,Nov,Thursday,Todd Phillips,Male
369,44240,65.0,15,128.884132,Space Cowboys,6.3,403,5087,2000,Jul,Monday,Clint Eastwood,Male
370,44241,70.0,26,255.000211,Cliffhanger,6.1,588,4958,1993,May,Friday,Renny Harlin,Male
371,44242,50.0,22,150.270147,Broken Arrow,5.7,453,4893,1996,Feb,Friday,John Woo,Male
372,44243,65.0,18,69.7,The Kid,6.0,238,4832,2000,Jul,Friday,Jon Turteltaub,Male
373,44244,63.0,24,162.945894,World Trade Center,5.9,447,4839,2006,Aug,Wednesday,Oliver Stone,Male
374,44245,65.0,19,0.0,Mona Lisa Smile,6.5,393,4797,2003,Dec,Friday,Mike Newell,Male
375,44246,65.0,31,179.379533,The Dictator,5.9,1743,5088,2012,May,Tuesday,Larry Charles,Male
376,44250,65.0,38,156.974557,This Means War,5.9,1389,4793,2012,Feb,Tuesday,McG,Male
377,44253,65.0,9,0.0,Primary Colors,6.1,94,5031,1998,Mar,Friday,Mike Nichols,Male
378,44254,65.0,6,240.159255,Resident Evil: Retribution,5.6,1600,4974,2012,Sep,Wednesday,Paul W.S. Anderson,Male
379,44255,45.0,42,73.762516,Death Race,6.0,1175,4974,2008,Aug,Friday,Paul W.S. Anderson,Male
380,44256,65.0,15,89.456761,The Long Kiss Goodnight,6.5,314,4958,1996,Oct,Friday,Renny Harlin,Male
381,44257,65.0,14,0.0,Proof of Life,6.0,208,5093,2000,Dec,Friday,Taylor Hackford,
382,44258,65.0,15,64.321501,Zathura: A Space Adventure,6.1,779,4808,2005,Nov,Sunday,Jon Favreau,Male
383,44259,63.0,146,100.853753,Fight Club,8.3,9413,4829,1999,Oct,Friday,David Fincher,Male
384,44260,65.0,8,43.545364,We Are Marshall,6.7,186,4793,2006,Dec,Tuesday,McG,Male
385,44264,50.0,20,42.093706,Oliver Twist,6.7,274,5096,2005,Sep,Friday,Roman Polanski,Male
386,44266,65.0,85,39.407616,Sin City: A Dame to Kill For,6.3,1286,5097,2014,Aug,Wednesday,Robert Rodriguez,
387,44267,64.0,4,74.60857,Random Hearts,5.3,63,4965,1999,Oct,Friday,Sydney Pollack,Male
388,44269,50.0,42,132.180323,Perfume: The Story of a Murderer,7.1,1165,4936,2006,Sep,Wednesday,Tom Tykwer,Male
389,44270,63.0,40,296.655431,Austin Powers in Goldmember,5.9,979,4948,2002,Jul,Friday,Jay Roach,Male
390,44272,63.0,40,920.1,Jurassic Park,7.6,4856,4799,1993,Jun,Friday,Steven Spielberg,Male
391,44273,63.0,13,25.052,Wyatt Earp,6.5,202,5082,1994,Jun,Friday,Lawrence Kasdan,Male
392,44274,62.0,18,215.887717,Clear and Present Danger,6.4,386,4880,1994,Aug,Wednesday,Phillip Noyce,Male
393,44278,62.0,11,107.879496,The American President,6.5,195,5101,1995,Nov,Friday,Rob Reiner,Male
394,44281,44.0,68,155.760117,The Hateful Eight,7.6,4274,4927,2015,Dec,Friday,Quentin Tarantino,Male
395,44283,63.0,16,183.953723,Hop,5.5,331,5105,2011,Mar,Wednesday,Tim Hill,Male
396,44284,65.0,65,422.610419,300,7.0,4997,4771,2006,Dec,Saturday,Zack Snyder,Male
397,44285,80.0,32,516.642939,Meet the Fockers,6.1,1373,4948,2004,Dec,Wednesday,Jay Roach,Male
398,44290,61.0,143,369.330363,Gone Girl,7.9,5862,4829,2014,Oct,Wednesday,David Fincher,Male
399,44291,60.0,86,214.034224,The Bourne Identity,7.3,3583,4813,2002,Jun,Friday,Doug Liman,Male
400,44292,58.0,59,352.194034,GoldenEye,6.6,1174,4791,1995,Nov,Thursday,Martin Campbell,Male
401,44293,60.0,18,149.705852,The General's Daughter,6.1,205,4930,1999,Jun,Friday,Simon West,Male
402,44299,60.0,62,176.070171,The Italian Job,6.6,1919,5033,2003,May,Friday,F. Gary Gray,Male
403,44303,60.0,16,157.920733,Days of Thunder,5.9,353,4923,1990,Jun,Wednesday,Tony Scott,Male
404,44304,60.0,18,129.18183,Cheaper by the Dozen 2,5.7,526,4998,2005,Dec,Wednesday,Adam Shankman,Male
405,44307,60.0,19,0.0,The Family Man,6.5,521,4786,2000,Dec,Tuesday,Brett Ratner,Male
406,44308,58.0,41,71.664962,RED,6.6,2808,4886,2010,Oct,Wednesday,Robert Schwentke,Male
407,44309,55.0,23,100.230832,Any Given Sunday,6.8,422,4839,1999,Dec,Thursday,Oliver Stone,Male
408,44310,60.0,12,186.883563,The Horse Whisperer,6.7,292,5111,1998,May,Thursday,Robert Redford,Male
409,44311,65.0,44,217.764291,Collateral,7.0,1451,4918,2004,Aug,Wednesday,Michael Mann,Male
410,44312,60.0,37,165.33318,The Scorpion King,5.3,779,4926,2002,Apr,Tuesday,Chuck Russell,Male
411,44315,60.0,22,73.648228,Deep Blue Sea,5.6,604,4958,1999,Jul,Wednesday,Renny Harlin,Male
412,44316,60.0,15,0.0,This Is It,6.7,247,5113,2009,Oct,Wednesday,Kenny Ortega,Male
413,44317,60.0,38,137.551594,Contagion,6.2,1325,4909,2011,Sep,Thursday,Steven Soderbergh,Male
414,44320,60.0,20,163.403799,The Happening,4.9,950,4854,2008,Jun,Wednesday,M. Night Shyamalan,Male
415,44321,70.0,45,130.293714,Man on Fire,7.3,1553,4923,2004,Apr,Friday,Tony Scott,Male
416,44322,50.0,4,61.112916,The Shaggy Dog,4.5,137,5115,2006,Mar,Thursday,Brian Robbins,Male
417,44323,60.0,28,170.26875,Starsky & Hutch,5.6,644,4993,2004,Mar,Friday,Todd Phillips,Male
418,44324,60.0,22,129.832389,Jingle All the Way,5.5,575,5116,1996,Nov,Friday,Brian Levant,Male
419,44325,66.0,47,99.318987,Hellboy,6.5,2225,4798,2004,Apr,Friday,Guillermo del Toro,Male
420,44329,60.0,29,96.269812,Paycheck,5.9,581,4893,2003,Dec,Thursday,John Woo,Male
421,44334,60.0,42,50.549107,Jack Ryan: Shadow Recruit,5.9,1173,4847,2014,Jan,Wednesday,Kenneth Branagh,Male
422,44335,60.0,29,101.134059,Joy,6.4,1581,5123,2015,Dec,Thursday,David O. Russell,Male
423,44337,70.0,37,162.0,Alien: Resurrection,5.9,1365,5125,1997,Nov,Wednesday,Jean-Pierre Jeunet,Male
424,44338,61.0,37,95.696996,Shooter,6.9,1462,5034,2007,Mar,Thursday,Antoine Fuqua,Male
425,44345,60.0,25,62.3579,Year One,4.6,524,5130,2009,Jun,Thursday,Harold Ramis,Male
426,44346,60.0,23,122.233971,Invictus,7.0,1125,5087,2009,Dec,Thursday,Clint Eastwood,Male
427,44349,65.0,6,36.850101,My Favorite Martian,5.1,80,5132,1999,Feb,Thursday,Donald Petrie,Male
428,44353,60.0,22,119.940815,Intolerable Cruelty,5.8,391,5135,2003,Sep,Tuesday,Joel Coen,
429,44355,80.0,24,74.901339,Edge of Darkness,6.2,487,4791,2010,Jan,Friday,Martin Campbell,Male
430,44356,60.0,12,33.956608,The Relic,5.8,130,4935,1997,Jan,Friday,Peter Hyams,Male
431,44357,60.0,21,55.003135,Analyze That,5.7,380,5130,2002,Dec,Friday,Harold Ramis,Male
432,44360,60.0,17,31.720158,The Soloist,6.6,234,4857,2009,Apr,Friday,Joe Wright,Male
433,44361,80.0,16,39.459427,The Legend of Bagger Vance,6.3,251,5111,2000,Nov,Thursday,Robert Redford,Male
434,44362,60.0,21,47.383689,Almost Famous,7.4,797,5056,2000,Sep,Friday,Cameron Crowe,Male
435,44363,0.0,16,141.702264,Garfield: A Tail of Two Kitties,5.1,464,5105,2006,Jun,Thursday,Tim Hill,Male
436,44364,60.0,36,71.073932,xXx: State of the Union,4.7,549,4859,2005,Apr,Wednesday,Lee Tamahori,Male
437,44367,60.0,29,26.673242,Event Horizon,6.5,742,4974,1997,Aug,Friday,Paul W.S. Anderson,Male
438,44368,60.0,8,52.3224,Dragonfly,6.1,204,4812,2002,Feb,Friday,Tom Shadyac,Male
439,44369,50.0,15,49.111202,The Black Dahlia,5.7,287,4967,2006,Sep,Friday,Brian De Palma,Male
440,44371,72.0,15,27.642707,The Last Castle,7.0,285,5140,2001,Oct,Friday,Rod Lurie,Male
441,44375,60.0,18,50.650079,Meet Dave,5.0,371,5115,2008,Jul,Tuesday,Brian Robbins,Male
442,44377,80.0,14,0.0,Edtv,5.7,166,4846,1999,Mar,Friday,Ron Howard,Male
443,44380,60.0,52,30.41856,Mortdecai,5.4,1055,5147,2015,Jan,Wednesday,David Koepp,Male
444,44381,60.0,15,0.0,In the Name of the King: A Dungeon Siege Tale,4.1,224,5148,2007,Nov,Thursday,Uwe Boll,Male
445,44382,35.0,6,0.0,Beyond Borders,6.7,110,4791,2003,Oct,Thursday,Martin Campbell,Male
446,44386,60.0,9,0.0,Holy Man,4.9,111,5152,1998,Oct,Thursday,Stephen Herek,Male
447,44387,58.8,87,542.307423,American Sniper,7.4,4469,5087,2014,Dec,Thursday,Clint Eastwood,Male
448,44389,58.0,13,102.854431,Just Like Heaven,6.5,579,4955,2005,Sep,Friday,Mark Waters,Male
449,44390,83.0,6,59.468275,The Flintstones in Viva Rock Vegas,4.4,134,5116,2000,Apr,Friday,Brian Levant,Male
450,44392,58.0,7,41.299492,Leatherheads,5.7,130,5059,2008,Mar,Monday,George Clooney,Male
451,44393,60.0,19,0.0,The Ridiculous 6,4.9,388,4917,2015,Dec,Friday,Frank Coraci,Male
452,44395,58.0,1,44.0,The Internship,6.1,1658,4842,2013,Jun,Friday,Shawn Levy,Male
453,44396,60.0,2,300.228084,Resident Evil: Afterlife,5.8,1363,4974,2010,Sep,Thursday,Paul W.S. Anderson,Male
454,44398,57.0,33,152.94466,The Devil's Advocate,7.2,1374,5093,1997,Oct,Friday,Taylor Hackford,
455,44400,57.0,31,115.267375,DragonHeart,6.4,535,4810,1996,May,Friday,Rob Cohen,Male
456,44401,60.0,14,61.347797,After the Sunset,6.0,226,4786,2004,Nov,Friday,Brett Ratner,Male
457,44403,57.0,9,62.112895,Captain Corelli's Mandolin,5.5,145,5157,2001,Aug,Friday,John Madden,
458,44404,56.0,35,113.00688,The Pacifier,5.8,842,4998,2005,Mar,Friday,Adam Shankman,Male
459,44406,55.0,138,677.945399,Forrest Gump,8.2,7927,4804,1994,Jul,Wednesday,Robert Zemeckis,Male
460,44407,60.0,47,361.366633,Alvin and the Chipmunks,5.5,1177,5105,2007,Dec,Thursday,Tim Hill,Male
461,44408,55.0,29,330.444045,Meet the Parents,6.6,1698,4948,2000,Oct,Friday,Jay Roach,Male
462,44410,55.0,48,300.218018,Superman,6.9,1022,4866,1978,Dec,Wednesday,Richard Donner,Male
463,44411,54.0,20,128.769345,The Nutty Professor,5.4,702,4812,1996,Jun,Wednesday,Tom Shadyac,Male
464,44412,70.0,34,368.10042,Hitch,6.4,1665,5039,2005,Feb,Thursday,Andy Tennant,Male
465,44415,55.0,52,95.0,Captain Phillips,7.6,2454,4876,2013,Oct,Thursday,Paul Greengrass,Male
466,44416,55.0,38,152.26388,Date Night,5.9,1122,4842,2010,Apr,Thursday,Shawn Levy,Male
467,44418,55.0,79,192.330738,The Equalizer,7.1,2954,5034,2014,Sep,Wednesday,Antoine Fuqua,Male
468,44419,55.0,19,154.906693,Maid in Manhattan,5.6,485,5162,2002,Dec,Friday,Wayne Wang,
469,44420,53.0,20,157.387195,Crimson Tide,7.0,498,4923,1995,May,Friday,Tony Scott,Male
470,44422,55.0,32,223.387299,Flightplan,6.1,772,4886,2005,Sep,Thursday,Robert Schwentke,Male
471,44423,55.0,15,214.015089,Disclosure,5.9,210,5037,1994,Dec,Friday,Barry Levinson,Male
472,44425,30.0,79,180.949,Kill Bill: Vol. 1,7.7,4949,4927,2003,Oct,Friday,Quentin Tarantino,Male
473,44426,55.0,13,0.0,Bowfinger,6.0,254,4947,1999,Aug,Thursday,Frank Oz,Male
474,44427,30.0,50,152.159461,Kill Bill: Vol. 2,7.6,3948,4927,2004,Apr,Friday,Quentin Tarantino,Male
475,44429,55.0,29,149.02265,Death Becomes Her,6.3,636,4804,1992,Jul,Thursday,Robert Zemeckis,Male
476,44432,55.0,32,187.361754,Mr. Popper's Penguins,5.7,751,4955,2011,Jun,Friday,Mark Waters,Male
477,44433,55.0,17,127.906624,The Forbidden Kingdom,6.3,461,4858,2008,Apr,Friday,Rob Minkoff,Male
478,44435,50.0,45,159.773545,Alien³,6.2,1633,4829,1992,May,Friday,David Fincher,Male
479,44438,50.0,12,75.0,The Ghost and the Darkness,6.4,236,5008,1996,Oct,Friday,Stephen Hopkins,Male
480,44442,80.0,7,0.0,Instinct,6.2,146,4832,1999,Jun,Friday,Jon Turteltaub,Male
481,44443,55.0,8,33.828318,Stuck on You,5.1,188,5067,2003,Dec,Wednesday,Bobby Farrelly,Male
482,44446,55.0,27,113.020255,Changeling,7.3,1131,5087,2008,Jan,Wednesday,Clint Eastwood,Male
483,44448,55.0,4,18.626419,The Fan,5.7,194,4923,1996,Aug,Thursday,Tony Scott,Male
